away	away	bullseye	bullseye	circle	circle	dino	dino	dots	dots	h_lines	h_lines	high_lines	high_lines	slant_down	slant_down	slant_up	slant_up	star	star	v_lines	v_lines	wide_lines	wide_lines	x_shape	x_shape
64.3737979844	28.8625834061	51.599848153	84.8198214898	52.7512222162	79.2936599344	56.1538	82.9487	50.4492703306	83.9699203811	51.8202625467	89.8341303987	58.5059100905	81.7455863409	47.3748964954	83.4715555182	61.1203943844	88.7040529069	57.9146644768	89.9538027677	50.253683689	81.7438287242	67.0265507063	76.2225153324	39.7556490651	79.6570966361
72.5093283599	39.5401302526	54.3797219484	84.2403555494	48.5622230047	78.7823835275	53.8462	80.641	49.9283802752	82.9936654888	56.8283953362	89.5836647251	56.2479351377	83.513949493	47.4464667165	82.622124014	55.5638650304	85.8103751441	55.3155090581	80.2518606944	50.2504708592	71.9513852104	65.3140322257	77.9387440331	40.7498793985	77.204657286
30.0522898741	96.6175423534	46.4807681047	83.518211666	53.0812416908	79.2972507654	51.2821	78.718	50.4880136436	83.0995191232	58.2722785867	69.9002729578	55.4065208295	80.2666719669	53.385280634	78.8711362558	55.044123361	83.5414106324	54.5757285877	77.5362884724	50.0870583609	73.9518736268	64.2952177764	84.1258572133	43.8568984983	77.6098436482
28.0033242354	46.6721919544	53.174656268	84.2605679876	56.475383374	79.1678400979	50.0	78.718	49.9649053793	83.7083177013	51.8281274487	70.3526492053	53.2839688423	84.2635992213	49.4527077733	79.9306028004	50.4441853247	78.1958883115	54.4130936504	78.2290865878	50.2310718829	80.6473870602	38.7980121423	74.6106304299	42.3678224956	73.6382718294
75.4012268619	88.6390766207	45.272002941	85.2370794195	49.570911405	79.0381238831	47.9487	77.5641	50.7521082559	82.9019500961	44.8499842618	70.3952029719	44.6767615455	80.2382855483	54.8026825363	75.3639849893	43.8277089981	71.0470522123	55.0745059041	79.8175464166	50.2077411201	73.1145035177	34.6757573144	79.6375987743	39.4629598364	78.459973898
38.9800154218	87.322160691	36.03340215	53.371687755	37.6277032991	74.5575043418	29.7436	59.8718	27.4224292143	51.4388762325	24.2703823928	50.4855676918	30.0112642472	68.1467563743	37.0882451339	60.857227495	37.7914323802	66.8546410275	29.4329605156	60.8017765444	30.4995061735	53.6125276703	30.7192619427	58.812060082	44.5173339492	70.3693498252
65.2199135479	84.6829549336	28.2711941653	72.840231257	32.2637000863	70.3166389012	29.7436	62.1795	27.6740833991	51.3041121452	34.7424714403	70.3399348879	29.7452539206	74.4045268347	32.3759619238	68.5108204552	29.292783111	59.79199693	29.4226860665	63.0684648229	30.5203612407	65.1004090686	34.1051509268	64.1291972267	41.6360929963	76.2492229205
73.0539899616	29.3808085571	25.0548060847	71.5485979221	32.542380336	70.7024172063	31.2821	62.5641	27.5373953151	51.5936540762	37.7993149267	70.4695358763	37.3099483549	72.5861552003	37.4770138847	63.7886855744	32.1920969515	60.2006509147	29.0056141576	63.3907513334	30.4549558873	63.5017787814	33.4233718511	67.0957433613	45.4229321817	69.0955016709
34.3983616372	59.5444469033	64.7588870014	82.3152236405	52.8250171923	85.5781338795	57.9487	99.4872	52.2633473764	94.2493278274	49.7869410649	89.6580469945	61.1359469093	82.5375693646	52.4066488967	96.4254150057	51.4339355233	99.2568672885	58.4618385916	90.2653263904	50.4164772292	97.2696919618	66.3138096741	98.9310270371	42.0028562742	97.8376147235
43.4904501336	40.782542065	63.1445274767	85.2366963264	58.5282895407	78.9787042541	61.7949	99.1026	51.7372816586	92.9791175339	59.751497414	89.7319325216	61.7206191907	85.7056934492	50.2970432655	99.6441791736	67.4641398118	95.999963905	57.997804739	92.1599086113	69.5250693831	93.5980502089	65.3096314498	98.1651568396	76.1056290282	95.3049805754
55.138737967	30.7257603575	50.4246786898	85.1747475891	56.265834263	79.2529394854	64.8718	97.5641	75.8709636929	88.3864417377	64.7747992444	90.132316736	63.6093798555	83.3600288362	61.5633243835	89.8641388605	65.1507052757	92.5026337368	57.5494740761	90.7489065581	69.5202566002	97.1938760167	65.7140760682	99.2837639519	79.2025626772	92.4072156264
43.6843934333	32.8230098696	70.6449962629	82.4309187567	57.0758924193	79.1939225382	68.4615	94.1026	75.2443262052	83.9034973788	70.8444476004	89.9242090159	70.7237162322	87.1522075165	61.0865603919	89.2243556475	65.5834276962	93.5170609365	59.5299284566	88.3272741451	69.4989700668	92.1204899292	67.5934531877	90.9519098246	84.8482440854	95.4248045304
35.9036097344	91.1118630801	63.1490490834	83.9468553485	54.2564023808	79.3138648504	70.7692	91.0256	75.1982952889	83.4623033365	70.6059455116	90.042061963	75.0063926418	82.4258351563	59.2364904011	91.4811005766	69.2889731377	99.5795911254	58.2493910631	92.1296814778	69.5286156637	91.6220882409	66.3880173202	89.2812304744	81.5644753207	83.7929072262
45.3780188805	29.1692166544	62.8240245172	84.9661859507	62.6856712475	78.1747432719	72.0513	86.4103	75.7010415321	82.9194588559	78.6424883907	89.5512032307	75.0925497814	83.4373907092	66.1540050863	84.1119370252	81.2694405511	80.635944933	58.0245140126	91.6944211685	69.4997669273	84.47968329	67.8061881135	91.6881773501	85.4461864009	83.0782938448
39.7774828713	43.75581895	70.236869515	82.1711510621	68.0856058616	76.1123175001	73.8462	83.3333	75.4793396586	82.8840513891	70.810692254	89.5926540118	70.3279291834	82.0293546968	67.2313347767	85.055640808	78.5757448361	76.8157030942	58.3821244904	90.5534760692	69.5038013697	81.8154056166	70.9626103129	86.5181213517	80.3124913784	76.5162389518
38.6644611569	33.3172384774	70.0427352449	80.3850213547	65.1181219632	77.3991884543	75.1282	79.1026	75.1945668739	82.9321157846	66.7699466213	70.4233752108	70.8633308324	79.4081747457	73.7099068702	78.2706108976	74.1867734997	74.3442041467	62.5667590405	77.7439347591	69.4875893963	81.8359875567	71.9936371714	78.8209480695	80.7662322969	79.8960656796
39.0440366877	84.6760108316	72.5706234458	80.9712184346	68.7456312971	75.7900554548	76.6667	75.2564	74.8202539551	82.9623887856	73.3363681612	70.3169271705	75.7799048195	79.8861994199	76.5804513576	72.8915336827	72.622209414	74.5269656511	72.1758243064	63.1289294176	69.5191157281	71.1159672213	72.4798343312	80.8006830564	82.6701124763	81.711479845
91.6399614428	79.4066030605	75.1307160373	79.9840931403	63.0902251412	78.041409495	77.6923	71.4103	75.1643404933	83.0349971693	73.1051481627	70.300511881	78.0936590733	77.759558184	78.8765811639	71.5625276804	75.1415195918	73.8196684648	79.4727615693	63.4086861199	69.5043762947	70.4934438205	74.0784292286	72.9515308522	77.1636254828	73.5237189623
47.4881326771	85.3899333808	83.2939057345	70.7784317876	77.2045893204	69.3121497658	79.7436	66.7949	75.2633555474	82.9452793018	74.6782541432	70.4453141903	76.7457612243	71.9733600919	77.4490021363	72.4473094857	75.168667839	73.9004448762	80.3577008812	63.2954375404	69.5125730109	61.497563947	72.0362880189	69.7160484161	74.0707000309	68.4795642895
44.5902125769	22.0340116412	79.6642622775	73.9323097157	82.0339084758	62.6818697859	81.7949	60.2564	77.7564189331	51.1517703255	80.240250951	70.3543089613	78.4646034437	69.7493008209	86.8537073476	65.5433240194	85.3242028911	55.3885788252	78.7572361375	53.3326200111	89.4942005622	62.2343269676	72.9981862717	59.6656447092	74.1142308687	71.9263635185
39.0896145478	70.4661940802	88.4321025254	64.6242470023	81.5779459183	63.8949255005	83.3333	55.2564	77.9544350549	50.4755789715	70.9468490729	50.4727017878	76.7456848486	70.0440572588	79.806531301	52.7231797883	84.090507598	56.301968006	82.5402395934	56.5410522935	89.5001240511	53.2163306165	74.8121312339	57.5898837631	68.942075458	62.635150577
42.2293783752	19.9140684075	89.1155590082	64.0015066388	85.1801432805	53.7816766607	85.1282	51.4103	77.0833377719	52.1577992662	88.6626638086	50.4553260208	85.161682187	65.5124047088	76.9882734745	54.2027848022	86.2562238205	55.8309303793	86.4358971909	59.7927618087	89.490246254	48.890796551	73.0273050243	46.2741878725	73.2420023309	67.3532711288
37.0003871448	60.264279248	89.0921976305	57.768193047	84.2868249936	57.2561680896	86.4103	47.5641	76.0635502513	52.1046520613	84.405952832	50.4948658866	91.8083525691	34.9655944844	79.4793575017	49.1410154455	92.5487933153	42.9019079116	79.4886844186	53.6516742641	89.49778562	46.6299066746	77.067111934	51.4869181896	71.8670131631	34.3291575887
39.0520864793	70.6525028457	91.7260057727	52.6233532573	85.6224867126	45.0241658646	87.9487	46.0256	77.6820163247	51.1656378096	75.9871047068	50.4919669557	91.8874485924	34.7692538555	82.3041595613	46.9909036215	90.3426345089	37.7803861004	81.5304203188	56.0253645659	89.5048511306	48.4234081578	75.0171368727	46.6224426489	71.5691888532	34.699218607
37.4884147432	60.8144048511	91.7355387598	48.9702108877	85.6044990156	50.7623379055	89.4872	42.5641	76.8780819814	51.8675622958	91.1120854191	50.489389393	92.2484016622	32.3771544295	90.700691247	41.4667030063	85.8191629042	37.5713861819	79.1867885665	53.2347918468	89.5010526463	43.3473436951	76.6653077326	38.440250966	71.4829096934	34.6805169926
69.3595594592	65.5213545959	91.5078881747	53.3126520851	84.4247858276	38.761410164	93.3333	39.8718	76.9485027211	51.9075165439	98.2881232748	30.6039193719	91.782532741	34.3842946521	95.4434878077	36.1897016148	90.4418181137	40.1331134204	77.8990579454	51.8224583343	89.4888412549	40.6250912209	77.9158742329	45.9268433826	78.1285220512	23.139231835
43.542775926	62.4603112824	88.239001904	31.4774348786	85.570985078	44.5600964397	95.3846	36.7949	77.8640547124	49.6625455341	95.0652748396	30.5004028652	96.0805193672	28.0536005018	94.9974880471	35.0953011066	92.0175590822	39.9179311324	75.1307142075	23.3724419733	89.5016235276	45.8151791904	73.7420460836	39.1209853231	78.789825254	25.5971933466
39.8112302539	65.3348328092	88.5305192041	30.4760310098	84.6267242006	39.4870775084	98.2051	33.718	75.7714500936	17.1112512057	95.2492339568	30.4594542144	92.2478988278	28.0707514904	91.517847246	36.8902631263	95.2605278366	46.008830272	76.0580137544	16.3837496882	89.497529662	33.901372671	75.3298157891	32.8303519164	77.7815467962	23.4472144745
70.0689259404	7.59346560899	55.3651603364	30.4458502777	73.3961549252	22.8162479426	56.6667	40.641	52.3315691301	51.8788603463	49.6561262881	50.4313198677	57.662276619	24.0606079328	62.2926421901	40.0295333141	41.2902998033	42.3115524113	57.6146743876	33.8224476502	50.4390920216	37.670771798	63.4104355141	38.377735614	48.5306293681	34.1524500077
70.0405435824	77.1438066024	62.5602588694	30.4471356661	73.5074477338	22.8569887644	59.2308	38.3333	52.5928183721	51.3915915185	63.0186009279	30.4925819262	59.8469248931	26.1777124879	59.2034756073	41.2706776667	66.4313243161	36.5361097353	56.1713975295	32.1179887719	50.179850128	36.8075593352	68.856486669	43.084147214	65.5307814724	42.2810847015
39.505789079	74.8516272173	58.0066691227	30.2537212987	63.3564881135	17.7240688424	60.7692	33.718	50.4770477213	17.0482894119	70.5382006004	30.4835582526	64.0670962137	27.7765005568	65.2563927704	32.8541041237	63.9863468858	32.7134316129	66.2878905956	26.1171097453	69.5050706711	33.7401525035	66.3377850519	33.3065100022	70.1180341426	36.4481847905
62.5168908529	66.4847322418	55.0671179917	29.0115351997	72.9590468722	22.5114998325	63.0769	29.1026	75.2964750909	17.0156531888	70.0868697658	30.5100448173	60.9815013975	23.9342981582	62.4447424979	35.4149992261	61.2696820905	29.3857240482	67.8817196169	24.2360184109	69.5798670452	21.9352367455	64.2037185014	26.6441143003	70.4722626065	36.0880530553
72.1399254065	0.0151193251552	61.6147759612	29.9943911942	64.0208416469	17.8835812521	64.1026	25.2564	75.573954129	17.0621921415	62.6856904424	30.5464245575	59.9670579092	26.8025832185	72.4624062907	27.6242638254	60.7493891909	28.0517363383	64.0280813016	27.6726855125	69.5064719492	22.7286628748	64.4986348346	22.863501327	76.7911300701	28.0720081685
45.2515760666	70.0034213192	68.5431435378	35.6578321706	61.124463241	17.1163533592	64.359	24.1026	75.4005271583	17.0411068868	69.239417959	30.5060052447	62.7074541119	21.9955085787	69.9194262552	29.3110927191	64.6552305634	16.6122765086	77.4966517463	14.9485235577	69.4994788728	16.3374699821	68.8909906096	27.2962056672	72.4093545935	33.0392569664
42.0633045627	2.33519661206	77.7061096487	20.3042601852	75.6742073297	24.7825009657	74.359	22.9487	75.8709908356	17.1348939075	80.4002336791	30.4850063746	69.1952352018	22.709792166	77.7628590782	23.4913735562	68.6382807138	18.5080128963	77.6346517616	14.461853927	69.500264751	27.1360239942	72.371523338	21.9616397473	76.271299815	25.5695441452
36.3556951539	6.0058486497	68.4530459999	13.0355285908	69.5135831574	20.2793578927	71.2821	22.9487	75.6058847579	17.0677230553	74.6478782284	30.6738628584	65.5923626471	20.6941731019	72.7784101997	26.9005353695	65.7766651568	16.7876560655	77.8637264289	14.6106776491	69.5041565157	23.6689181006	69.7654249704	19.999850454	76.9532591384	27.7706107405
30.3918276596	42.75961287	68.2572064402	12.3846391542	58.5721354669	16.642703808	67.9487	22.1795	75.8955770466	17.1699497051	65.9952727194	30.4750241915	64.6170985343	22.4431455531	65.198316667	33.0271717859	71.1341263421	19.3859575313	77.3381581659	15.890054658	69.5322795847	21.8509008151	68.6213124429	18.9156764428	75.1077300904	30.0169834157
36.4490038543	50.5462690659	70.2554746739	13.2503849689	70.9819409865	21.1458881039	65.8974	20.2564	75.7465632023	17.1057165115	67.0885590036	30.4945239508	59.191159132	17.767901807	69.4598588916	30.1970315053	63.7231835039	14.5214211957	76.1804165329	15.9125737458	69.5001114942	11.7916260054	64.2977371716	20.4287496884	75.9692852004	29.0388653753
40.467576002	60.0275120878	65.0443252778	11.0008414785	65.2230303973	18.3971951223	63.0769	19.1026	75.1423414811	16.7549238932	59.8525770283	10.5431877763	55.8396313724	21.6185696663	59.3150555205	12.3543136666	73.0014940701	24.0738125371	77.2526510945	15.1515170246	69.5048154243	15.6143582625	66.6992650902	18.5910853404	75.2838870131	24.8747531721
81.7246168002	6.03754484635	60.0922466078	11.8721117093	65.3150439093	18.3337482986	61.2821	19.1026	50.6617795563	17.0781405153	53.7489900744	10.5225745323	59.0007586238	21.1710074885	51.487713355	20.8436106875	72.436657497	20.5783451136	77.4133752817	15.2219279762	69.5034745234	17.1690897689	67.5445276811	16.4479381344	77.0522406385	27.9056390894
48.8231974964	76.6353305783	52.9920289667	9.90666848335	64.0102406778	17.9244781912	58.7179	18.3333	50.6998506392	17.0851843836	58.2390955164	10.4948990284	56.4593711284	25.1445642082	57.1124475509	15.3217851726	68.4127671225	19.9131265443	76.7318493982	16.2168461441	50.3774019862	16.5060150613	63.9469519836	18.6928454476	42.8267563374	25.5569594065
35.6205617651	57.2860155789	50.1446289773	12.2115430946	57.1409359294	16.5986105437	55.1282	18.3333	50.9189408654	17.1476047571	54.810300495	10.7249292845	52.3581053558	19.4170541222	50.2244178157	19.1709698793	52.8583150204	20.2350610035	49.4711054118	25.0630193062	50.3394254813	18.7234506861	64.3881920705	15.7728122808	42.0806606852	24.9465264454
50.5839631148	71.8066161014	46.5086141932	11.2071344881	56.3651532552	16.3265463742	52.3077	18.3333	50.7252585405	16.9074698083	52.9767123211	10.859490276	51.8116637782	17.0334945954	50.4338611907	18.5348708515	53.5299526734	24.2419155845	42.4765399431	18.3384735636	50.0936501016	11.6077134241	65.570045691	23.7657582226	39.8783046498	18.3249292157
61.8564651063	71.7927431642	43.8070319612	11.3189448865	43.046183241	18.4025593948	49.7436	17.5641	51.2638712274	17.1623497098	52.2038939272	10.4956369212	54.222845621	19.503665544	56.3803054046	14.7884597101	50.7597410528	18.0893946004	43.5951158622	19.9942009773	49.9341271714	22.2561397401	38.4028368753	19.0468586722	36.4754991726	17.7189477884
39.3237560262	59.3008196656	57.8178546865	10.9451424306	52.0817555582	16.4538745312	47.4359	16.0256	51.2509196468	17.2404558616	50.7451622429	10.5249055723	49.0187553996	23.4892740197	54.8635045999	14.009611915	42.53480844	10.1698684594	50.3399696652	26.4713966117	50.2888186122	13.436410466	37.8323600164	14.4694894463	37.1030736419	15.4456116477
42.1856791429	66.0348978235	50.9404926595	9.69154713447	42.8790365154	18.4894110252	44.8718	13.718	50.7851572052	17.1801964842	42.7131936166	10.4875472428	35.6535812004	17.5145080595	45.4998576493	3.98542629287	41.5303978512	13.3962907452	40.7489802561	16.1821416622	50.2879944267	12.8722822086	36.9041611715	13.5838157511	34.1489682077	13.5238698677
30.8469189898	37.3416401041	63.4973230835	11.9140691707	51.5669948027	16.4857136372	48.7179	14.8718	50.5013965822	17.1057707188	45.3172255098	10.4958733944	46.965785757	16.7892016247	49.9367453057	21.5900969196	46.7145179915	15.6132744651	38.3865255803	14.5802151464	50.2347207	20.4044729196	36.286143052	17.1057707266	37.5794219113	15.0158901333
29.3462004281	42.1487418312	50.0164829541	11.9338520864	58.8391251216	16.6376352154	51.2821	14.8718	50.7336745372	16.9929634144	53.116915041	10.5068605973	49.5842392555	16.7579160147	53.8098729164	17.7664144512	48.4506176492	16.2122782224	38.4040152085	14.4519484496	50.2797016367	15.608737571	62.7866325947	13.9189931024	41.0643057894	12.2144689321
82.1105579783	1.21055166293	58.6367650809	11.9747210652	60.7557891374	17.0332315064	54.1026	14.8718	50.7113785398	17.0883158538	57.049801823	10.5081369414	51.8562999655	21.969084007	59.8526782804	9.03994992133	59.6326101247	7.05803719901	38.7642788913	14.3655904744	50.2530067222	11.3020842468	66.8176792234	11.4124971575	42.195266147	20.9193721857
38.3020058088	60.0177857932	54.7302890863	11.4128826732	54.7611561181	16.3661890954	56.1538	14.1026	50.8127448984	16.5727180506	54.8546309465	10.4639151924	55.9528886329	16.7897576048	48.1756567942	19.5212153543	61.6185682473	13.4108227184	41.4701423265	17.2780334445	50.4741411162	12.4619966676	66.755021412	18.0853051378	36.6055782383	15.748875885
56.5841530218	70.512514809	65.8755478023	11.7324363627	53.5699050003	16.3397125506	52.0513	12.5641	51.014232955	17.2210955293	54.9248425638	10.498331942	51.6637862607	19.9251251977	50.7417190667	17.8384056087	48.8339891275	17.7259558674	47.1554048146	22.3779325323	50.1084399725	18.2590443442	65.4155283864	10.4635122068	39.4311612098	19.3238407541
33.3393742865	0.5091067352	57.0609827131	9.92056085444	48.9146182416	16.7986370826	48.7179	11.0256	50.3535214052	17.0647430794	63.3095540306	10.4888142392	45.8596693166	17.1289036754	58.4597612975	14.1486628546	45.3426531889	13.9088123935	39.5825667453	17.6484528361	49.919058249	3.7168538855	36.9463314417	13.5143774996	37.5620763361	11.9284457044
78.7742390407	35.4841012146	46.819907946	10.4946526804	52.6461373069	16.3848363836	47.1795	9.8718	50.4355295722	17.0651685025	49.7494984129	10.4858029097	39.7403795202	18.7410514146	50.1145975193	1.74146171252	42.4150122932	11.6937810961	41.7402438167	17.8293243101	50.0836645085	10.2358819024	37.8254347391	9.60103429534	34.2381100444	13.7131582305
27.9226442446	25.9868781844	38.3593948725	13.431322624	49.8384929905	16.6763302777	46.1538	6.0256	50.6309819633	17.0765223454	41.1693104232	10.4973002433	52.8112216438	17.8549881176	45.4203820755	5.37240899542	58.9347650647	9.36920121911	39.3118718889	15.6407169743	50.3522608355	12.4686005273	36.722837943	9.33330210686	34.1409410386	4.57766135024
71.6978651182	10.8681445111	47.3154157773	12.853451784	52.6840664009	16.4079627826	50.5128	9.4872	51.0668072036	17.2088597095	46.6883404976	10.5075321353	56.7891043639	17.3061155207	51.3532681954	0.30387242055	60.6836260407	10.6326415569	41.6798476925	17.7459190133	50.4975722411	7.40962523419	67.0733217806	6.04921458162	36.6592676972	17.6819644553
74.1383313856	49.1739189791	55.0519165396	11.9499886181	65.8072190346	18.1407649473	53.8462	10.2564	50.7923547263	17.2042143387	52.4189219215	10.4959063596	54.1145317806	17.6735343896	53.091704424	19.2900304453	54.8117983683	6.56964870325	39.0874644519	15.1223039378	50.0163058346	16.2536847911	64.601818107	12.0019169643	40.6437192795	20.2408613716
32.579020066	1.80811559665	50.5159602579	9.76559162187	60.6739209233	17.0518023644	57.4359	10.2564	50.5512780561	17.0846551833	50.8784883796	10.5030898746	55.571119732	17.369574581	58.9431665444	11.6128777918	61.5868424253	11.0275858356	41.4815028637	18.0474374446	50.4682212165	13.3567024555	65.4372821806	15.5453860785	36.7924815919	13.3921347304
59.83218542	69.1525081443	49.6774146514	10.3831325083	63.394712866	17.7005351354	60.0	10.641	50.5597580562	17.0938837744	57.0533061394	10.5140692392	65.3064624975	18.1973548277	59.3109904219	10.5721363739	59.7160077628	11.5190968617	77.6060865492	15.1628725383	69.5506789842	9.03298756904	67.0040223792	15.3458266393	75.9483006427	22.7447959146
35.0306285457	12.5366493416	67.2806595188	14.1286515323	64.8020094467	18.2168786335	64.1026	10.641	75.3259785471	15.7718919896	70.7864511597	10.5136950409	66.9907491546	17.2228706509	68.2221986595	1.13388036584	58.4163840114	5.64577748328	75.9826615205	16.3069223786	69.5186727475	15.1804864298	66.7241920702	5.24980548075	76.8406924717	20.9185472197
74.3001198284	42.4770945921	66.1730182606	12.0379170217	65.0259398087	18.2878245002	66.9231	10.641	75.04472578	17.0042622562	56.7721495656	10.5032723508	72.1567189391	16.8142747914	62.5117719862	7.49123248279	59.243809528	10.5401420943	76.9457572424	15.858478334	69.5034574098	16.8783132661	68.3076187632	13.2809165227	81.9504776395	19.8745582085
63.2501970628	65.9524861966	61.0885441374	10.0845344144	65.7555515404	18.5162158303	71.2821	10.641	75.2870877232	16.1749349097	75.4772220231	10.5185680355	70.9805804021	17.15575228	69.3800563617	1.48813233299	56.5943646385	8.91734404523	77.5437200743	15.253949149	69.4994868291	10.2078266798	68.7680482759	13.5214565521	81.6437056853	16.5917599845
34.1730737648	25.6936743092	66.0530857731	13.3802260073	69.9677341245	20.5389887758	74.359	10.641	75.2399699777	17.0318474866	76.7659121498	10.496999064	72.2220822073	19.3692816955	82.8002478704	18.5293762368	68.4925132247	17.9873634289	77.5847398447	15.8300393854	69.5275296829	9.99229666551	74.1672717461	5.34988087254	84.6102197758	14.2477619017
40.9138319319	38.5590195509	72.6699892655	15.2342259409	68.8927840241	20.0324488429	78.2051	10.641	75.1524592023	17.0049424015	77.621049129	10.4958742318	79.7001583481	20.740218365	85.1603321777	15.0183695439	65.0059431717	15.9126686464	76.8223042562	15.5951653195	69.5190952617	11.4226857018	64.9003579699	16.2452583689	84.1028794336	8.98065579006
62.8332930874	62.5108942269	61.503472503	10.8284144754	61.8265465579	17.2696554452	67.9487	8.718	75.9618400861	16.6948422289	65.4144870523	10.6818401251	64.2491606461	14.9139624607	67.095847697	0.601490941965	63.9210367078	15.6209610332	77.3485716647	15.7745292395	69.5618994268	15.9998037858	68.7634335463	8.70057294385	80.18002545	19.0888441297
42.4767923803	56.7312899691	68.995028632	13.9943105293	60.7879700808	17.0462048583	68.4615	5.2564	75.4480625064	17.0451494125	69.9647805002	10.5072329326	66.9432914334	20.1891325034	62.307750573	5.74997471945	53.5129705438	5.87510952836	77.5731526867	14.7806458332	69.5010445197	5.95583353945	66.8169139163	12.2732943361	80.5732729943	8.36563890168
52.0334562787	64.5666620298	78.2499161658	17.8832409068	61.9156096372	17.2821912228	68.2051	2.9487	75.7593838168	16.9429296545	64.9697382623	10.4821595117	66.9416766634	18.2435093914	59.9704150458	7.9133104735	57.8328062743	9.22238462333	77.9726106776	14.9556987461	69.524635976	2.73476016988	67.3093466467	0.217006270014	79.0043268649	10.6281977654
48.9070429644	74.2877488252	36.4819805699	15.1627600944	45.0289975331	17.7244473049	37.6923	25.7692	50.378262298	16.9462798113	38.0502407785	30.4079460343	39.6482666468	22.7313663718	39.9116351739	32.1440226145	31.0329174395	28.9281418896	41.5289197586	24.9164251896	30.4995937106	26.0855615691	34.7318293093	19.6017950724	40.0481864651	24.2614879334
59.8518383854	72.9583909677	50.9677483784	29.6797742875	39.9213628084	19.7018495281	39.4872	25.3846	50.5336350094	17.0195813691	42.2241202189	30.4980371582	37.9497836858	26.5217492344	39.5965009783	32.1361317349	31.3332440932	32.5385694785	43.7225508034	19.0773278036	30.487391709	19.7794703733	33.6744421497	26.09049021	34.7945935378	13.9696834611
48.9604602016	72.6295257275	91.1910536059	46.6743428399	84.7942778751	55.5686503735	91.2821	41.5385	77.5009073165	50.1669859475	87.6984642949	50.4899365296	86.5043905611	34.8940252874	95.5934163965	33.2341293953	86.4015498466	38.7469331743	79.3260781751	52.9003912897	89.5001804719	31.9789174357	75.6272550236	37.128751949	79.221764441	22.0945914837
46.8448551673	36.7917136918	55.8637684939	85.3364867573	55.6629587449	83.3564796243	50.0	95.7692	50.6911241884	87.5139604241	52.3603310701	89.7043170068	50.8154853559	78.950838805	52.772288113	99.6134716833	47.4421116354	98.1843018589	56.6639740815	87.9401250067	50.4102716314	98.6283694405	40.6101254225	89.1362398699	36.0308797708	93.1217332374
39.9630215796	42.9449148487	49.2805947987	84.0488228306	50.4922475132	78.997532065	47.9487	95.0	49.9903949511	83.997356924	51.4067867898	89.7121385499	51.1834666638	85.1288546497	53.1786144535	98.6038611855	46.2647413368	94.1161921613	57.8217892319	90.6931665489	50.3259243927	94.9946308528	39.1143664549	96.4817513202	34.4995583102	86.6099850511
66.704943997	32.0150954299	43.3685015447	84.3321772039	51.4671011416	79.2018445773	44.1026	92.6923	50.1271820272	82.990749996	43.588468468	89.7455365536	40.8638552293	82.9261452983	37.6270534612	93.060672952	40.1638157437	87.4486723469	58.2431718991	92.1043278652	50.1040315041	95.0885380179	34.5838289299	89.5889019877	31.1068665551	89.4616352367
